order_id,order_date,customer_age,restaurant_type,order_value,delivery_distance_km,delivery_time_minutes,payment_method,delivery_partner_rating,order_status,order_month,order_dayofweek,age_group,delivery_speed,distance_category,order_size
1979,2024-01-16,34,Indian,843.53,9.27,64,Wallet,3.9,Delivered,1,Tuesday,Adult (30-44),Slow,Medium,Regular
1980,2024-12-26,45,Italian,470.02,10.25,28,UPI,3.3,Delayed,12,Thursday,Senior (45+),Fast,Far,Regular
1981,2024-10-07,40,Fast Food,486.16,13.73,17,Card,4.8,Delivered,10,Monday,Adult (30-44),Fast,Far,Regular
1982,2024-03-10,25,Indian,387.43,7.75,21,Card,5.0,Cancelled,3,Sunday,Young (18-29),Fast,Medium,Budget
1983,2024-10-04,38,Cafe,789.85,13.47,49,Cash,2.7,Cancelled,10,Friday,Adult (30-44),Normal,Far,Regular
1984,2024-10-11,47,Indian,818.01,2.67,77,Cash,3.3,Delivered,10,Friday,Senior (45+),Slow,Near,Regular
1985,2024-10-10,55,Italian,562.79,4.43,81,Card,3.4,Delivered,10,Thursday,Senior (45+),Slow,Near,Regular
1986,2024-03-08,48,Chinese,345.01,7.53,86,UPI,3.1,Delivered,3,Friday,Senior (45+),Slow,Medium,Budget
1987,2024-03-12,52,Indian,176.07,12.76,85,Card,3.4,Delayed,3,Tuesday,Senior (45+),Slow,Far,Budget
1988,2024-05-06,51,Chinese,438.94,13.21,90,UPI,4.2,Delivered,5,Monday,Senior (45+),Slow,Far,Budget
1989,2024-04-19,27,Cafe,801.77,1.65,41,Wallet,4.8,Delayed,4,Friday,Young (18-29),Normal,Near,Regular
1990,2024-08-13,39,Bakery,363.48,13.8,45,UPI,4.6,Delivered,8,Tuesday,Adult (30-44),Normal,Far,Budget
1991,2024-06-07,51,Fast Food,382.6,1.59,54,Wallet,4.1,Delayed,6,Friday,Senior (45+),Normal,Near,Budget
1992,2024-12-28,44,Bakery,1064.03,2.48,27,UPI,3.8,Cancelled,12,Saturday,Adult (30-44),Fast,Near,Premium
1993,2024-06-06,28,Fast Food,1140.82,3.88,73,UPI,3.2,Cancelled,6,Thursday,Young (18-29),Slow,Near,Premium
1994,2024-07-09,62,Italian,962.78,9.37,26,Card,3.6,Cancelled,7,Tuesday,Senior (45+),Fast,Medium,Premium
1995,2024-09-05,38,Indian,867.66,14.7,67,Card,4.3,Delayed,9,Thursday,Adult (30-44),Slow,Far,Premium
1996,2024-09-20,56,Italian,751.92,12.76,76,Cash,3.9,Cancelled,9,Friday,Senior (45+),Slow,Far,Regular
1997,2024-08-24,27,Cafe,576.7,1.6,35,Cash,3.2,Cancelled,8,Saturday,Young (18-29),Normal,Near,Regular
1998,2024-06-13,50,Italian,1160.88,4.66,24,Cash,3.6,Cancelled,6,Thursday,Senior (45+),Fast,Near,Premium
1999,2024-10-12,42,Bakery,790.11,2.73,64,Card,2.9,Delivered,10,Saturday,Adult (30-44),Slow,Near,Regular
2000,2024-09-23,44,Fast Food,1100.99,11.36,72,Card,2.5,Delayed,9,Monday,Adult (30-44),Slow,Far,Premium
2001,2024-12-27,59,Italian,311.32,14.19,43,Cash,2.6,Delayed,12,Friday,Senior (45+),Normal,Far,Budget
2002,2024-07-21,53,Chinese,1173.5,5.44,34,UPI,2.8,Delayed,7,Sunday,Senior (45+),Normal,Medium,Premium
2003,2024-01-18,42,Bakery,639.06,12.98,88,Card,2.7,Delivered,1,Thursday,Adult (30-44),Slow,Far,Regular
2004,2024-06-11,34,Italian,525.22,3.41,43,Wallet,4.7,Cancelled,6,Tuesday,Adult (30-44),Normal,Near,Regular
2005,2024-10-22,28,Italian,214.8,8.87,36,Cash,2.8,Delayed,10,Tuesday,Young (18-29),Normal,Medium,Budget
2006,2024-10-23,63,Chinese,825.76,12.46,41,UPI,4.1,Cancelled,10,Wednesday,Senior (45+),Normal,Far,Regular
2007,2024-10-20,36,Chinese,1141.78,9.18,23,Card,2.9,Delayed,10,Sunday,Adult (30-44),Fast,Medium,Premium
2008,2024-03-27,29,Fast Food,1022.05,7.86,53,UPI,4.7,Cancelled,3,Wednesday,Young (18-29),Normal,Medium,Premium
2009,2024-06-10,45,Cafe,219.91,8.72,27,UPI,4.9,Delayed,6,Monday,Senior (45+),Fast,Medium,Budget
2010,2024-03-14,46,Bakery,206.35,7.78,65,Cash,3.3,Delayed,3,Thursday,Senior (45+),Slow,Medium,Budget
2011,2024-11-15,48,Italian,686.55,3.68,37,Wallet,2.8,Delayed,11,Friday,Senior (45+),Normal,Near,Regular
2012,2024-06-16,31,Fast Food,196.0,14.89,68,Card,4.1,Delivered,6,Sunday,Adult (30-44),Slow,Far,Budget
2013,2024-05-12,49,Fast Food,1192.79,5.51,37,UPI,4.8,Delayed,5,Sunday,Senior (45+),Normal,Medium,Premium
2014,2024-02-26,40,Cafe,571.76,3.38,28,Wallet,4.5,Delivered,2,Monday,Adult (30-44),Fast,Near,Regular
2015,2024-11-28,61,Fast Food,503.83,9.52,70,UPI,2.7,Delayed,11,Thursday,Senior (45+),Slow,Medium,Regular
2016,2024-12-31,21,Indian,489.01,1.41,71,Cash,4.5,Delayed,12,Tuesday,Young (18-29),Slow,Near,Regular
2017,2024-06-16,23,Indian,408.23,4.24,68,Card,3.2,Cancelled,6,Sunday,Young (18-29),Slow,Near,Budget
2018,2024-09-02,33,Italian,615.47,11.06,41,Cash,2.8,Delayed,9,Monday,Adult (30-44),Normal,Far,Regular
2019,2024-08-23,57,Bakery,1157.74,4.91,77,UPI,3.6,Delayed,8,Friday,Senior (45+),Slow,Near,Premium
2020,2024-10-22,58,Fast Food,719.97,1.61,73,Cash,3.5,Delayed,10,Tuesday,Senior (45+),Slow,Near,Regular
2021,2024-12-07,62,Chinese,877.82,7.75,32,Card,3.4,Cancelled,12,Saturday,Senior (45+),Normal,Medium,Premium
2022,2024-06-03,38,Chinese,733.19,1.6,67,Cash,2.9,Cancelled,6,Monday,Adult (30-44),Slow,Near,Regular
2023,2024-10-27,53,Fast Food,1140.55,2.79,38,UPI,4.8,Delivered,10,Sunday,Senior (45+),Normal,Near,Premium
2024,2024-06-10,23,Chinese,1109.67,11.84,54,Card,3.4,Delayed,6,Monday,Young (18-29),Normal,Far,Premium
2025,2024-03-18,53,Bakery,1081.8,3.39,48,Cash,4.5,Delivered,3,Monday,Senior (45+),Normal,Near,Premium
2026,2024-05-21,23,Chinese,714.84,4.35,33,Cash,3.5,Cancelled,5,Tuesday,Young (18-29),Normal,Near,Regular
2027,2024-08-03,30,Cafe,1065.94,14.3,68,Cash,2.7,Delivered,8,Saturday,Adult (30-44),Slow,Far,Premium
2028,2024-12-09,53,Cafe,152.22,8.83,60,Cash,3.8,Delayed,12,Monday,Senior (45+),Slow,Medium,Budget
2029,2024-09-11,58,Chinese,337.17,8.45,66,Card,3.1,Delayed,9,Wednesday,Senior (45+),Slow,Medium,Budget
2030,2024-05-05,59,Fast Food,266.87,8.25,28,Wallet,4.2,Cancelled,5,Sunday,Senior (45+),Fast,Medium,Budget
2031,2024-07-03,56,Cafe,898.12,3.96,57,Wallet,4.1,Delayed,7,Wednesday,Senior (45+),Normal,Near,Premium
2032,2024-06-15,43,Cafe,927.36,1.16,49,UPI,4.1,Delivered,6,Saturday,Adult (30-44),Normal,Near,Premium
2033,2024-02-23,29,Indian,877.49,13.66,66,UPI,3.2,Cancelled,2,Friday,Young (18-29),Slow,Far,Premium
2034,2024-11-13,57,Bakery,564.35,14.5,42,UPI,4.3,Cancelled,11,Wednesday,Senior (45+),Normal,Far,Regular
2035,2024-02-24,54,Bakery,560.75,14.4,83,Wallet,3.4,Delayed,2,Saturday,Senior (45+),Slow,Far,Regular
2036,2024-03-31,38,Italian,885.75,14.07,15,UPI,3.5,Delivered,3,Sunday,Adult (30-44),Fast,Far,Premium
2037,2024-04-10,59,Italian,236.37,8.57,30,UPI,4.4,Delivered,4,Wednesday,Senior (45+),Normal,Medium,Budget
2038,2024-10-16,33,Chinese,599.13,1.44,44,UPI,3.7,Delayed,10,Wednesday,Adult (30-44),Normal,Near,Regular
2039,2024-03-10,33,Cafe,1195.47,11.76,31,Wallet,2.9,Delivered,3,Sunday,Adult (30-44),Normal,Far,Premium
2040,2024-01-21,44,Chinese,688.13,14.9,33,Wallet,2.9,Cancelled,1,Sunday,Adult (30-44),Normal,Far,Regular
2041,2024-11-01,30,Chinese,163.16,13.1,69,Cash,3.8,Cancelled,11,Friday,Adult (30-44),Slow,Far,Budget
2042,2024-11-27,56,Indian,1075.67,9.08,76,Wallet,2.7,Cancelled,11,Wednesday,Senior (45+),Slow,Medium,Premium
2043,2024-06-09,60,Fast Food,910.23,1.61,64,Card,3.0,Cancelled,6,Sunday,Senior (45+),Slow,Near,Premium
2044,2024-07-22,25,Indian,832.83,11.27,74,UPI,3.0,Delivered,7,Monday,Young (18-29),Slow,Far,Regular
2045,2024-06-11,37,Cafe,943.87,13.35,21,Wallet,4.2,Delayed,6,Tuesday,Adult (30-44),Fast,Far,Premium
2046,2024-08-17,32,Fast Food,366.64,12.26,45,Card,4.6,Delivered,8,Saturday,Adult (30-44),Normal,Far,Budget
2047,2024-09-11,31,Bakery,671.68,10.35,72,Wallet,3.0,Delivered,9,Wednesday,Adult (30-44),Slow,Far,Regular
2048,2024-10-01,27,Indian,1123.37,10.45,27,UPI,3.3,Cancelled,10,Tuesday,Young (18-29),Fast,Far,Premium
2049,2024-12-26,51,Italian,419.22,11.18,43,Cash,4.0,Cancelled,12,Thursday,Senior (45+),Normal,Far,Budget
2050,2024-06-19,65,Chinese,868.28,13.14,31,Cash,4.3,Delivered,6,Wednesday,Senior (45+),Normal,Far,Premium
2051,2024-11-13,21,Bakery,265.96,4.6,20,Wallet,2.8,Cancelled,11,Wednesday,Young (18-29),Fast,Near,Budget
2052,2024-03-21,53,Chinese,826.98,7.03,80,Card,3.3,Cancelled,3,Thursday,Senior (45+),Slow,Medium,Regular
2053,2024-03-10,49,Italian,896.93,4.64,80,Cash,2.6,Delayed,3,Sunday,Senior (45+),Slow,Near,Premium
2054,2024-04-04,35,Italian,1073.27,1.09,90,UPI,3.6,Cancelled,4,Thursday,Adult (30-44),Slow,Near,Premium
2055,2024-01-07,48,Bakery,973.2,12.04,68,Wallet,3.4,Delayed,1,Sunday,Senior (45+),Slow,Far,Premium
2056,2024-02-13,62,Cafe,1177.33,8.4,56,Wallet,3.7,Delayed,2,Tuesday,Senior (45+),Normal,Medium,Premium
2057,2024-11-11,47,Italian,682.3,13.68,36,Wallet,4.3,Delayed,11,Monday,Senior (45+),Normal,Far,Regular
2058,2024-08-29,65,Cafe,488.34,13.94,78,Cash,3.4,Delayed,8,Thursday,Senior (45+),Slow,Far,Regular
2059,2024-08-10,63,Cafe,1027.87,7.42,30,Card,4.5,Cancelled,8,Saturday,Senior (45+),Normal,Medium,Premium
2060,2024-12-31,54,Fast Food,633.96,4.43,58,Wallet,4.3,Delivered,12,Tuesday,Senior (45+),Normal,Near,Regular
2061,2024-08-29,27,Indian,764.25,10.35,71,UPI,4.9,Cancelled,8,Thursday,Young (18-29),Slow,Far,Regular
2062,2024-01-12,45,Fast Food,332.46,12.88,90,Wallet,4.9,Cancelled,1,Friday,Senior (45+),Slow,Far,Budget
2063,2024-01-05,65,Fast Food,973.01,0.89,59,Cash,3.6,Delivered,1,Friday,Senior (45+),Normal,Near,Premium
2064,2024-01-30,50,Indian,255.34,9.9,57,Cash,3.0,Delayed,1,Tuesday,Senior (45+),Normal,Medium,Budget
2065,2024-10-10,24,Indian,299.35,13.2,90,Card,4.3,Delayed,10,Thursday,Young (18-29),Slow,Far,Budget
2066,2024-12-31,27,Cafe,502.63,2.23,46,Cash,2.7,Cancelled,12,Tuesday,Young (18-29),Normal,Near,Regular
2067,2024-05-09,35,Indian,452.51,10.99,70,UPI,5.0,Delivered,5,Thursday,Adult (30-44),Slow,Far,Regular
2068,2024-07-06,50,Italian,565.98,1.28,77,Wallet,4.0,Delayed,7,Saturday,Senior (45+),Slow,Near,Regular
2069,2024-08-23,21,Indian,799.91,12.51,22,Card,4.2,Cancelled,8,Friday,Young (18-29),Fast,Far,Regular
2070,2024-02-15,52,Chinese,490.35,2.87,70,Wallet,4.4,Delayed,2,Thursday,Senior (45+),Slow,Near,Regular
2071,2024-02-26,54,Bakery,735.09,14.51,69,Card,3.1,Delayed,2,Monday,Senior (45+),Slow,Far,Regular
2072,2024-09-12,27,Indian,843.28,2.54,28,UPI,5.0,Delivered,9,Thursday,Young (18-29),Fast,Near,Regular
2073,2024-07-09,35,Cafe,397.63,5.07,76,UPI,2.5,Delivered,7,Tuesday,Adult (30-44),Slow,Medium,Budget
2074,2024-05-19,43,Bakery,516.11,12.36,61,UPI,4.1,Delivered,5,Sunday,Adult (30-44),Slow,Far,Regular
2075,2024-02-10,61,Italian,698.63,8.32,15,UPI,2.6,Cancelled,2,Saturday,Senior (45+),Fast,Medium,Regular
2076,2024-02-26,44,Bakery,367.29,3.2,80,Cash,3.8,Delayed,2,Monday,Adult (30-44),Slow,Near,Budget
2077,2024-05-27,38,Fast Food,485.56,11.95,23,Cash,4.4,Delayed,5,Monday,Adult (30-44),Fast,Far,Regular
2078,2024-12-02,28,Cafe,403.4,9.53,73,Cash,4.7,Delayed,12,Monday,Young (18-29),Slow,Medium,Budget
2079,2024-05-05,63,Indian,190.93,9.77,63,Cash,2.7,Cancelled,5,Sunday,Senior (45+),Slow,Medium,Budget
2080,2024-11-07,42,Chinese,417.2,14.14,19,UPI,3.8,Delayed,11,Thursday,Adult (30-44),Fast,Far,Budget
2081,2024-08-05,47,Cafe,210.07,5.05,74,Card,3.0,Delivered,8,Monday,Senior (45+),Slow,Medium,Budget
2082,2024-06-16,21,Chinese,468.87,0.61,48,Wallet,4.5,Delivered,6,Sunday,Young (18-29),Normal,Near,Regular
2083,2024-11-16,34,Chinese,1171.54,6.74,28,UPI,4.4,Delivered,11,Saturday,Adult (30-44),Fast,Medium,Premium
2084,2024-10-17,55,Italian,1061.57,11.69,89,UPI,3.0,Delivered,10,Thursday,Senior (45+),Slow,Far,Premium
2085,2024-10-21,33,Chinese,554.94,5.57,24,Wallet,4.2,Delivered,10,Monday,Adult (30-44),Fast,Medium,Regular
2086,2024-06-25,64,Chinese,1093.49,9.23,73,UPI,4.9,Cancelled,6,Tuesday,Senior (45+),Slow,Medium,Premium
2087,2024-04-26,60,Indian,1035.78,12.17,74,Card,3.1,Delayed,4,Friday,Senior (45+),Slow,Far,Premium
2088,2024-09-03,45,Cafe,1011.22,9.76,18,Wallet,4.2,Delayed,9,Tuesday,Senior (45+),Fast,Medium,Premium
2089,2024-11-13,52,Chinese,275.74,13.61,31,Cash,3.4,Delayed,11,Wednesday,Senior (45+),Normal,Far,Budget
2090,2024-08-27,38,Fast Food,808.39,8.54,35,Wallet,3.9,Delayed,8,Tuesday,Adult (30-44),Normal,Medium,Regular
2091,2024-06-05,29,Chinese,601.67,1.96,45,Cash,3.9,Cancelled,6,Wednesday,Young (18-29),Normal,Near,Regular
2092,2024-10-04,34,Bakery,237.38,4.87,74,UPI,4.9,Cancelled,10,Friday,Adult (30-44),Slow,Near,Budget
2093,2024-10-31,44,Bakery,731.59,13.81,90,Wallet,3.8,Cancelled,10,Thursday,Adult (30-44),Slow,Far,Regular
2094,2024-07-26,47,Fast Food,163.88,2.5,70,Wallet,4.8,Delivered,7,Friday,Senior (45+),Slow,Near,Budget
2095,2024-10-12,33,Bakery,620.31,3.97,78,UPI,2.6,Cancelled,10,Saturday,Adult (30-44),Slow,Near,Regular
2096,2024-05-28,38,Bakery,466.93,11.45,33,Cash,2.5,Delivered,5,Tuesday,Adult (30-44),Normal,Far,Regular
2097,2024-09-25,21,Cafe,935.89,14.51,44,UPI,4.1,Delayed,9,Wednesday,Young (18-29),Normal,Far,Premium
2098,2024-08-01,22,Bakery,1013.65,13.98,89,Wallet,4.6,Cancelled,8,Thursday,Young (18-29),Slow,Far,Premium
2099,2024-03-19,30,Cafe,328.55,10.48,35,Wallet,4.7,Cancelled,3,Tuesday,Adult (30-44),Normal,Far,Budget
2100,2024-03-13,62,Chinese,695.96,5.11,61,Card,3.9,Delayed,3,Wednesday,Senior (45+),Slow,Medium,Regular
2101,2024-06-08,37,Fast Food,408.73,3.42,51,Wallet,4.9,Cancelled,6,Saturday,Adult (30-44),Normal,Near,Budget
2102,2024-12-20,63,Chinese,229.88,13.46,53,Card,4.6,Delivered,12,Friday,Senior (45+),Normal,Far,Budget
2103,2024-06-04,31,Indian,393.15,10.72,17,Wallet,4.9,Delayed,6,Tuesday,Adult (30-44),Fast,Far,Budget
2104,2024-12-02,37,Bakery,1194.77,1.85,79,UPI,4.4,Cancelled,12,Monday,Adult (30-44),Slow,Near,Premium
2105,2024-02-03,23,Bakery,1097.17,10.7,40,Card,3.4,Cancelled,2,Saturday,Young (18-29),Normal,Far,Premium
2106,2024-04-04,22,Indian,254.47,3.55,73,Cash,4.0,Delayed,4,Thursday,Young (18-29),Slow,Near,Budget
2107,2024-02-03,35,Bakery,166.1,9.98,30,UPI,3.0,Delayed,2,Saturday,Adult (30-44),Normal,Medium,Budget
2108,2024-11-16,39,Chinese,685.01,11.09,81,Card,3.1,Cancelled,11,Saturday,Adult (30-44),Slow,Far,Regular
2109,2024-06-30,62,Cafe,636.91,10.26,79,Cash,3.6,Delivered,6,Sunday,Senior (45+),Slow,Far,Regular
2110,2024-02-10,21,Chinese,177.49,6.41,21,UPI,4.3,Cancelled,2,Saturday,Young (18-29),Fast,Medium,Budget
2111,2024-03-05,64,Bakery,1129.05,8.65,61,Wallet,3.6,Delivered,3,Tuesday,Senior (45+),Slow,Medium,Premium
2112,2024-08-29,61,Cafe,541.64,11.11,36,Wallet,2.6,Cancelled,8,Thursday,Senior (45+),Normal,Far,Regular
2113,2024-11-04,26,Indian,831.03,4.75,75,UPI,4.5,Cancelled,11,Monday,Young (18-29),Slow,Near,Regular
2114,2024-11-06,63,Chinese,824.29,14.38,49,Card,4.0,Delayed,11,Wednesday,Senior (45+),Normal,Far,Regular
2115,2024-04-02,36,Bakery,205.58,13.47,59,Wallet,3.7,Delayed,4,Tuesday,Adult (30-44),Normal,Far,Budget
2116,2024-12-12,55,Italian,505.9,7.5,22,Cash,4.1,Cancelled,12,Thursday,Senior (45+),Fast,Medium,Regular
2117,2024-05-28,60,Bakery,781.05,14.7,40,UPI,3.0,Delayed,5,Tuesday,Senior (45+),Normal,Far,Regular
2118,2024-01-19,41,Chinese,630.56,1.73,48,UPI,4.8,Delayed,1,Friday,Adult (30-44),Normal,Near,Regular
2119,2024-02-14,51,Italian,685.17,3.98,60,Card,3.6,Delivered,2,Wednesday,Senior (45+),Slow,Near,Regular
2120,2024-12-06,56,Cafe,788.54,13.16,77,Wallet,4.3,Cancelled,12,Friday,Senior (45+),Slow,Far,Regular
2121,2024-05-08,35,Fast Food,789.48,6.94,65,Card,2.9,Delivered,5,Wednesday,Adult (30-44),Slow,Medium,Regular
2122,2024-01-12,29,Fast Food,643.58,10.66,46,Card,4.6,Delivered,1,Friday,Young (18-29),Normal,Far,Regular
2123,2024-08-30,61,Italian,587.5,3.48,51,UPI,2.9,Delivered,8,Friday,Senior (45+),Normal,Near,Regular
2124,2024-07-31,22,Fast Food,1151.93,7.28,69,Card,3.0,Delivered,7,Wednesday,Young (18-29),Slow,Medium,Premium
2125,2024-09-26,36,Indian,235.35,8.32,88,Card,3.3,Delayed,9,Thursday,Adult (30-44),Slow,Medium,Budget
2126,2024-12-20,41,Fast Food,948.83,3.05,87,Cash,4.9,Delayed,12,Friday,Adult (30-44),Slow,Near,Premium
2127,2024-05-22,27,Fast Food,529.43,0.86,23,Card,5.0,Delayed,5,Wednesday,Young (18-29),Fast,Near,Regular
2128,2024-03-25,58,Italian,882.44,5.82,57,Card,3.4,Delayed,3,Monday,Senior (45+),Normal,Medium,Premium
2129,2024-05-18,35,Fast Food,1187.48,6.76,53,Wallet,3.2,Delivered,5,Saturday,Adult (30-44),Normal,Medium,Premium
2130,2024-05-28,41,Bakery,879.41,7.14,52,Cash,2.9,Cancelled,5,Tuesday,Adult (30-44),Normal,Medium,Premium
2131,2024-12-09,59,Cafe,205.25,2.06,87,Card,4.7,Cancelled,12,Monday,Senior (45+),Slow,Near,Budget
2132,2024-09-17,34,Italian,185.31,12.33,40,Card,2.5,Delivered,9,Tuesday,Adult (30-44),Normal,Far,Budget
2133,2024-03-10,39,Indian,790.4,8.2,49,Wallet,4.1,Cancelled,3,Sunday,Adult (30-44),Normal,Medium,Regular
2134,2024-05-14,50,Fast Food,484.39,0.65,78,Wallet,3.7,Cancelled,5,Tuesday,Senior (45+),Slow,Near,Regular
2135,2024-07-08,52,Fast Food,1045.61,3.9,30,Cash,5.0,Delivered,7,Monday,Senior (45+),Normal,Near,Premium
2136,2024-01-18,53,Indian,1192.79,7.39,44,UPI,4.7,Cancelled,1,Thursday,Senior (45+),Normal,Medium,Premium
2137,2024-05-05,39,Indian,768.81,10.15,89,UPI,4.9,Delayed,5,Sunday,Adult (30-44),Slow,Far,Regular
2138,2024-11-22,41,Cafe,963.89,7.88,50,Cash,3.7,Delivered,11,Friday,Adult (30-44),Normal,Medium,Premium
2139,2024-10-27,22,Bakery,586.81,7.84,62,UPI,3.8,Delivered,10,Sunday,Young (18-29),Slow,Medium,Regular
2140,2024-01-30,35,Cafe,647.48,8.47,40,Cash,4.2,Cancelled,1,Tuesday,Adult (30-44),Normal,Medium,Regular
2141,2024-11-10,47,Cafe,278.2,10.34,29,UPI,4.1,Cancelled,11,Sunday,Senior (45+),Fast,Far,Budget
2142,2024-09-06,53,Italian,853.99,13.55,68,UPI,3.1,Cancelled,9,Friday,Senior (45+),Slow,Far,Premium
2143,2024-10-17,34,Chinese,506.17,12.85,30,UPI,3.9,Cancelled,10,Thursday,Adult (30-44),Normal,Far,Regular
2144,2024-03-01,46,Italian,1190.63,5.85,54,UPI,3.2,Cancelled,3,Friday,Senior (45+),Normal,Medium,Premium
2145,2024-01-18,22,Bakery,765.91,5.38,21,Card,4.6,Delivered,1,Thursday,Young (18-29),Fast,Medium,Regular
2146,2024-12-10,53,Chinese,386.96,10.48,55,Wallet,5.0,Delayed,12,Tuesday,Senior (45+),Normal,Far,Budget
2147,2024-09-15,34,Indian,1152.21,11.12,79,Wallet,2.6,Cancelled,9,Sunday,Adult (30-44),Slow,Far,Premium
2148,2024-04-07,61,Fast Food,300.84,11.17,25,UPI,3.0,Delivered,4,Sunday,Senior (45+),Fast,Far,Budget
2149,2024-08-31,31,Fast Food,491.92,2.12,31,UPI,4.5,Delivered,8,Saturday,Adult (30-44),Normal,Near,Regular
2150,2024-10-27,61,Chinese,490.31,8.95,85,Cash,3.1,Delivered,10,Sunday,Senior (45+),Slow,Medium,Regular
2151,2024-04-02,18,Bakery,164.24,13.67,56,UPI,2.8,Delivered,4,Tuesday,Young (18-29),Normal,Far,Budget
2152,2024-06-09,20,Cafe,758.19,7.17,76,Cash,2.7,Cancelled,6,Sunday,Young (18-29),Slow,Medium,Regular
2153,2024-02-09,60,Bakery,266.84,2.48,85,Wallet,4.0,Delayed,2,Friday,Senior (45+),Slow,Near,Budget
2154,2024-07-05,48,Chinese,586.21,10.78,81,Cash,3.7,Cancelled,7,Friday,Senior (45+),Slow,Far,Regular
2155,2024-12-19,60,Bakery,695.17,13.87,70,UPI,4.9,Delayed,12,Thursday,Senior (45+),Slow,Far,Regular
2156,2024-07-07,62,Chinese,1000.77,11.76,19,Card,4.8,Delivered,7,Sunday,Senior (45+),Fast,Far,Premium
2157,2024-02-20,27,Fast Food,1184.88,3.89,46,UPI,3.3,Delivered,2,Tuesday,Young (18-29),Normal,Near,Premium
2158,2024-01-21,29,Italian,831.8,7.89,16,UPI,3.4,Delayed,1,Sunday,Young (18-29),Fast,Medium,Regular
2159,2024-08-19,22,Fast Food,152.62,1.23,63,Cash,4.9,Cancelled,8,Monday,Young (18-29),Slow,Near,Budget
2160,2024-09-08,43,Italian,262.95,7.67,83,Cash,3.9,Cancelled,9,Sunday,Adult (30-44),Slow,Medium,Budget
2161,2024-11-21,61,Chinese,543.49,9.71,53,Cash,4.4,Delivered,11,Thursday,Senior (45+),Normal,Medium,Regular
2162,2024-12-15,55,Fast Food,167.26,4.42,49,Wallet,4.5,Cancelled,12,Sunday,Senior (45+),Normal,Near,Budget
2163,2024-09-14,44,Bakery,983.1,12.73,55,Wallet,4.4,Cancelled,9,Saturday,Adult (30-44),Normal,Far,Premium
2164,2024-05-20,61,Fast Food,1178.25,8.9,60,Card,3.0,Delivered,5,Monday,Senior (45+),Slow,Medium,Premium
2165,2024-07-11,54,Chinese,213.63,6.1,72,Wallet,4.8,Delayed,7,Thursday,Senior (45+),Slow,Medium,Budget
2166,2024-03-23,35,Fast Food,344.72,3.57,31,UPI,2.7,Delivered,3,Saturday,Adult (30-44),Normal,Near,Budget
2167,2024-03-22,51,Italian,1125.7,13.04,62,UPI,2.6,Delivered,3,Friday,Senior (45+),Slow,Far,Premium
2168,2024-01-04,46,Cafe,835.65,7.28,87,Cash,4.1,Delayed,1,Thursday,Senior (45+),Slow,Medium,Regular
2169,2024-02-21,56,Chinese,547.96,11.23,58,UPI,4.7,Delivered,2,Wednesday,Senior (45+),Normal,Far,Regular
2170,2024-11-23,56,Fast Food,762.56,4.43,18,Wallet,2.6,Cancelled,11,Saturday,Senior (45+),Fast,Near,Regular
2171,2024-02-26,32,Bakery,1151.41,7.42,60,UPI,3.0,Delayed,2,Monday,Adult (30-44),Slow,Medium,Premium
2172,2024-05-06,22,Chinese,173.38,12.19,90,UPI,3.2,Delivered,5,Monday,Young (18-29),Slow,Far,Budget
2173,2024-02-15,19,Chinese,766.39,4.63,18,Card,4.3,Delayed,2,Thursday,Young (18-29),Fast,Near,Regular
2174,2024-06-17,60,Fast Food,1179.61,8.56,56,UPI,4.0,Delayed,6,Monday,Senior (45+),Normal,Medium,Premium
2175,2024-12-06,25,Italian,552.63,2.41,89,UPI,3.6,Cancelled,12,Friday,Young (18-29),Slow,Near,Regular
2176,2024-04-27,30,Bakery,658.35,3.09,16,Wallet,2.6,Delivered,4,Saturday,Adult (30-44),Fast,Near,Regular
2177,2024-06-06,44,Italian,1056.85,13.0,90,Card,2.5,Delayed,6,Thursday,Adult (30-44),Slow,Far,Premium
2178,2024-06-27,35,Fast Food,526.67,8.64,26,Card,3.2,Cancelled,6,Thursday,Adult (30-44),Fast,Medium,Regular
2179,2024-07-18,54,Chinese,336.91,14.1,88,Card,4.9,Delayed,7,Thursday,Senior (45+),Slow,Far,Budget
2180,2024-03-20,51,Fast Food,946.9,2.95,85,Wallet,4.1,Delivered,3,Wednesday,Senior (45+),Slow,Near,Premium
2181,2024-05-09,65,Bakery,293.92,7.1,57,UPI,4.6,Cancelled,5,Thursday,Senior (45+),Normal,Medium,Budget
2182,2024-06-03,47,Italian,163.2,5.67,74,UPI,3.4,Delivered,6,Monday,Senior (45+),Slow,Medium,Budget
2183,2024-08-24,27,Italian,1140.28,12.64,15,Card,4.7,Delayed,8,Saturday,Young (18-29),Fast,Far,Premium
2184,2024-02-06,21,Fast Food,1030.28,9.98,49,Cash,3.0,Delayed,2,Tuesday,Young (18-29),Normal,Medium,Premium
2185,2024-10-17,29,Italian,341.88,3.14,25,Card,3.7,Delivered,10,Thursday,Young (18-29),Fast,Near,Budget
2186,2024-12-05,41,Bakery,696.46,10.54,86,UPI,2.8,Delivered,12,Thursday,Adult (30-44),Slow,Far,Regular
2187,2024-07-12,63,Cafe,402.5,10.72,71,Cash,3.6,Cancelled,7,Friday,Senior (45+),Slow,Far,Budget
2188,2024-06-15,33,Italian,372.18,12.19,77,Cash,4.3,Cancelled,6,Saturday,Adult (30-44),Slow,Far,Budget
